doc_index,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8
2181,0.000773,0.994593,0.000773,0.000772,0.000772,0.000773,0.000772,0.000772
2182,0.000699,0.635146,0.000699,0.000699,0.000699,0.000699,0.000700,0.360659
2183,0.000703,0.462277,0.144453,0.000703,0.000703,0.000703,0.000703,0.389755
2184,0.000823,0.000824,0.000824,0.000823,0.000823,0.000823,0.000823,0.994237
2185,0.001215,0.205995,0.583458,0.204471,0.001215,0.001216,0.001215,0.001215
2186,0.433756,0.331949,0.002159,0.002158,0.002159,0.002161,0.002160,0.223498
2187,0.000829,0.132333,0.000829,0.000828,0.000829,0.000829,0.000829,0.862696
2188,0.002020,0.002020,0.002019,0.002018,0.196525,0.002018,0.083055,0.710325
2189,0.000677,0.000677,0.000677,0.000676,0.000677,0.000677,0.000676,0.995264
2190,0.000737,0.000737,0.000737,0.000736,0.000737,0.000736,0.000737,0.994844
2191,0.000723,0.000724,0.000724,0.000723,0.000724,0.360955,0.000723,0.634703
2192,0.000715,0.229509,0.000715,0.000715,0.000715,0.000715,0.000715,0.766200
2193,0.000823,0.222518,0.000823,0.000823,0.000824,0.445749,0.327616,0.000823
2194,0.590239,0.001044,0.057745,0.001043,0.001043,0.346800,0.001043,0.001044
2195,0.240526,0.001079,0.170692,0.088295,0.141008,0.356241,0.001079,0.001080
2196,0.001138,0.001139,0.001138,0.461783,0.001138,0.507288,0.025238,0.001138
2197,0.001490,0.001492,0.001491,0.001490,0.001491,0.989564,0.001490,0.001492
2198,0.349664,0.001264,0.001264,0.233774,0.001264,0.173290,0.001266,0.238214
2199,0.021419,0.078636,0.559420,0.000875,0.000875,0.297071,0.040829,0.000875
2200,0.001304,0.069628,0.040088,0.001304,0.001304,0.883765,0.001304,0.001304
2201,0.397689,0.000956,0.000956,0.261273,0.000956,0.336257,0.000956,0.000957
2202,0.468568,0.001669,0.001670,0.001669,0.001670,0.333726,0.001668,0.189360
2203,0.001043,0.110722,0.166599,0.001043,0.001043,0.658534,0.001043,0.059973
2204,0.001715,0.360089,0.001716,0.001714,0.001716,0.506092,0.125245,0.001714
2205,0.703921,0.000852,0.000852,0.069942,0.000851,0.170911,0.000852,0.051820
2206,0.706961,0.000829,0.000829,0.035870,0.052028,0.080067,0.000829,0.122586
2207,0.471800,0.150555,0.001240,0.120923,0.001240,0.251764,0.001240,0.001239
2208,0.478791,0.375309,0.001204,0.001204,0.062507,0.001204,0.078577,0.001204
2209,0.001171,0.991810,0.001169,0.001169,0.001170,0.001172,0.001169,0.001169
2210,0.001318,0.001318,0.001318,0.001317,0.516847,0.263367,0.213196,0.001318
2211,0.239588,0.364447,0.103043,0.001079,0.001079,0.001079,0.288605,0.001080
2212,0.119778,0.695333,0.000746,0.000745,0.000745,0.000745,0.181162,0.000745
2213,0.000659,0.000659,0.000659,0.000659,0.000659,0.000659,0.663445,0.332602
2214,0.077615,0.000712,0.000712,0.417152,0.000711,0.000711,0.000711,0.501676
2215,0.000620,0.000620,0.000620,0.194727,0.000620,0.000620,0.000619,0.801553
2216,0.000773,0.364497,0.000773,0.057589,0.000773,0.000773,0.000773,0.574049
2217,0.000626,0.000626,0.256142,0.158183,0.000626,0.000626,0.000626,0.582545
2218,0.000646,0.069106,0.000645,0.303005,0.000645,0.000646,0.000645,0.624662
2219,0.182982,0.000537,0.000537,0.650036,0.000537,0.000537,0.000537,0.164296
2220,0.176839,0.303582,0.000588,0.000588,0.000588,0.000588,0.000587,0.516641
2221,0.000949,0.000948,0.000948,0.707645,0.000948,0.054968,0.000948,0.232646
2222,0.093056,0.037570,0.000629,0.447704,0.000629,0.000629,0.000629,0.419155
2223,0.000574,0.033532,0.000574,0.013318,0.000574,0.000574,0.000574,0.950281
2224,0.000669,0.000670,0.000669,0.293039,0.000669,0.000669,0.000669,0.702946
2225,0.000971,0.198164,0.081472,0.107393,0.000970,0.000971,0.000970,0.609090
2226,0.081963,0.000797,0.000797,0.721937,0.000797,0.000797,0.000798,0.192114
2227,0.118067,0.000590,0.288628,0.130874,0.000590,0.000590,0.000591,0.460069
2228,0.000716,0.000715,0.000715,0.132726,0.000715,0.000716,0.000715,0.862980
2229,0.868885,0.000596,0.000596,0.000596,0.000596,0.000596,0.000596,0.127541
2230,0.327115,0.070528,0.000642,0.223398,0.000642,0.000642,0.000642,0.376391
2231,0.122515,0.000894,0.000894,0.000894,0.000894,0.000894,0.000894,0.872121
2232,0.000956,0.106027,0.000955,0.067335,0.000955,0.128521,0.000955,0.694295
2233,0.001139,0.174274,0.138586,0.001139,0.001139,0.099526,0.338443,0.245753
2234,0.099510,0.380752,0.000819,0.000819,0.000819,0.000818,0.277748,0.238715
2235,0.173838,0.195354,0.000696,0.248936,0.000695,0.000696,0.013658,0.366127
2236,0.255968,0.000616,0.000617,0.000617,0.000616,0.000617,0.000616,0.740333
2237,0.001018,0.001018,0.001018,0.103614,0.001017,0.001017,0.106440,0.784859
2238,0.001017,0.001018,0.001017,0.001017,0.001017,0.001017,0.001017,0.992881
2239,0.221904,0.104336,0.100415,0.001035,0.001034,0.001035,0.001035,0.569206
2240,0.000900,0.000901,0.070361,0.092096,0.163152,0.000901,0.196880,0.474809
2241,0.000824,0.424138,0.000824,0.000824,0.000823,0.000823,0.231530,0.340214
2242,0.000695,0.117082,0.000695,0.000696,0.000696,0.000695,0.578981,0.300460
2243,0.352605,0.327594,0.001605,0.001605,0.001606,0.001605,0.001604,0.311777
2244,0.001716,0.001715,0.001715,0.001715,0.001714,0.001715,0.001714,0.987995
2245,0.000888,0.103489,0.000888,0.000889,0.000887,0.000888,0.000887,0.891184
2246,0.002158,0.333548,0.002160,0.002160,0.002157,0.002159,0.107256,0.548403
2247,0.001347,0.001346,0.001346,0.001347,0.001345,0.281561,0.001346,0.710362
2248,0.252746,0.000611,0.114217,0.233822,0.000611,0.279586,0.000611,0.117797
2249,0.391420,0.001052,0.001052,0.001051,0.001052,0.052696,0.001052,0.550626
2250,0.691258,0.000934,0.000935,0.303137,0.000934,0.000935,0.000934,0.000934
2251,0.000813,0.000813,0.657525,0.337598,0.000813,0.000813,0.000813,0.000812
2252,0.054537,0.001332,0.001332,0.116088,0.198904,0.347467,0.157406,0.122934
2253,0.002197,0.002197,0.002197,0.202959,0.505374,0.188483,0.094398,0.002195
2254,0.453197,0.001988,0.354870,0.001989,0.001987,0.001988,0.001988,0.181993
2255,0.098746,0.000927,0.155879,0.601094,0.000927,0.000927,0.000927,0.140573
2256,0.001986,0.001986,0.764559,0.133529,0.001989,0.001986,0.091977,0.001986
2257,0.002051,0.002053,0.174127,0.813562,0.002053,0.002052,0.002051,0.002052
2258,0.483037,0.001509,0.001509,0.001507,0.001508,0.459772,0.049649,0.001508
2259,0.534321,0.000691,0.118845,0.000691,0.000691,0.000692,0.000692,0.343377
2260,0.000901,0.000901,0.000901,0.000900,0.000900,0.000901,0.953056,0.041541
2261,0.994276,0.000818,0.000818,0.000817,0.000818,0.000818,0.000818,0.000818
2262,0.716608,0.226915,0.000813,0.000813,0.000813,0.000813,0.000813,0.052413
2263,0.504300,0.489692,0.001002,0.001001,0.001001,0.001002,0.001001,0.001001
2264,0.448992,0.001010,0.335027,0.001009,0.001010,0.001009,0.210933,0.001010
2265,0.000719,0.000720,0.758294,0.092975,0.097588,0.000719,0.048265,0.000719
2266,0.337427,0.107234,0.447978,0.001239,0.001239,0.102404,0.001239,0.001239
2267,0.990580,0.001346,0.001346,0.001345,0.001346,0.001346,0.001346,0.001345
2268,0.928704,0.001034,0.065092,0.001034,0.001034,0.001035,0.001034,0.001034
2269,0.478483,0.512884,0.001440,0.001438,0.001439,0.001439,0.001439,0.001438
2270,0.806326,0.001375,0.185422,0.001374,0.001375,0.001375,0.001376,0.001376
2271,0.990482,0.001360,0.001360,0.001360,0.001360,0.001360,0.001360,0.001359
2272,0.848201,0.001317,0.001318,0.001317,0.001317,0.143896,0.001317,0.001317
2273,0.667294,0.324714,0.001333,0.001331,0.001332,0.001332,0.001332,0.001332
2274,0.177689,0.001491,0.001490,0.395160,0.001491,0.001491,0.419697,0.001490
2275,0.772929,0.000964,0.221293,0.000962,0.000962,0.000963,0.000963,0.000964
2276,0.990881,0.001303,0.001303,0.001302,0.001303,0.001303,0.001303,0.001303
2277,0.422512,0.001815,0.001814,0.001813,0.001815,0.253981,0.314436,0.001814
2278,0.365338,0.001842,0.001841,0.001840,0.001842,0.001841,0.623616,0.001841
2279,0.001027,0.992820,0.001026,0.001026,0.001025,0.001026,0.001025,0.001025
2280,0.992380,0.001090,0.001088,0.001088,0.001088,0.001088,0.001089,0.001089
2281,0.001362,0.001361,0.990475,0.001361,0.001361,0.001360,0.001360,0.001361
2282,0.991890,0.001158,0.001159,0.001158,0.001158,0.001159,0.001158,0.001158
2283,0.544802,0.001647,0.445313,0.001646,0.001647,0.001648,0.001648,0.001649
2284,0.322957,0.001987,0.461872,0.167440,0.039784,0.001987,0.001986,0.001986
2285,0.001528,0.001527,0.001527,0.001526,0.001527,0.044209,0.946629,0.001527
2286,0.000921,0.993559,0.000920,0.000920,0.000920,0.000920,0.000920,0.000920
2287,0.203325,0.001061,0.790309,0.001061,0.001061,0.001061,0.001061,0.001061
2288,0.497978,0.224241,0.001474,0.001472,0.001472,0.270415,0.001474,0.001473
2289,0.578043,0.410404,0.001926,0.001925,0.001925,0.001926,0.001926,0.001925
2290,0.065530,0.929433,0.000840,0.000840,0.000840,0.000840,0.000839,0.000839
2291,0.766873,0.125434,0.001118,0.001118,0.102104,0.001117,0.001117,0.001118
2292,0.567367,0.426268,0.001061,0.001061,0.001061,0.001061,0.001061,0.001061
2293,0.281731,0.324770,0.001986,0.001985,0.001986,0.383567,0.001987,0.001987
2294,0.437950,0.001170,0.393165,0.001169,0.001170,0.001170,0.163036,0.001170
2295,0.985870,0.002018,0.002021,0.002019,0.002019,0.002018,0.002019,0.002017
2296,0.000737,0.253081,0.000736,0.691495,0.051742,0.000736,0.000736,0.000737
2297,0.206786,0.000927,0.227703,0.000927,0.000927,0.000928,0.000927,0.560875
2298,0.592541,0.000707,0.000707,0.000707,0.000707,0.000707,0.403218,0.000707
2299,0.556305,0.436182,0.001253,0.001251,0.001252,0.001252,0.001252,0.001253
2300,0.534209,0.200098,0.099254,0.001192,0.001194,0.001192,0.001192,0.161668
2301,0.446173,0.000934,0.077289,0.000934,0.000934,0.215156,0.000934,0.257645
2302,0.440292,0.000858,0.193224,0.018750,0.000857,0.344303,0.000857,0.000858
2303,0.524203,0.000741,0.226782,0.000741,0.000741,0.000741,0.167635,0.078416
2304,0.300391,0.000792,0.000792,0.581575,0.000792,0.000792,0.000792,0.114073
2305,0.300391,0.000792,0.000792,0.581575,0.000792,0.000792,0.000792,0.114073
2306,0.001098,0.569162,0.001098,0.111537,0.001098,0.001098,0.200910,0.114000
2307,0.623818,0.367742,0.001407,0.001407,0.001406,0.001406,0.001407,0.001407
2308,0.001692,0.397576,0.307003,0.001691,0.001691,0.286966,0.001690,0.001691
2309,0.260295,0.000902,0.484351,0.000900,0.000900,0.132373,0.119378,0.000901
2310,0.465639,0.528494,0.000978,0.000978,0.000978,0.000978,0.000978,0.000978
2311,0.231877,0.001671,0.001670,0.001668,0.001668,0.678111,0.001668,0.081667
2312,0.878188,0.113276,0.001422,0.001423,0.001423,0.001423,0.001422,0.001423
2313,0.105033,0.435487,0.000808,0.366858,0.000808,0.089391,0.000808,0.000808
2314,0.001305,0.388896,0.295750,0.100187,0.001303,0.001303,0.001304,0.209952
2315,0.253466,0.456286,0.283591,0.001331,0.001331,0.001332,0.001331,0.001332
2316,0.001240,0.286901,0.361175,0.041642,0.001239,0.001240,0.082511,0.224052
2317,0.001691,0.502264,0.297962,0.001691,0.001693,0.059493,0.133514,0.001692
2318,0.022290,0.000688,0.749122,0.000688,0.000688,0.000688,0.000688,0.225148
2319,0.003476,0.003480,0.396224,0.003478,0.003476,0.582914,0.003475,0.003476
2320,0.138885,0.001107,0.001108,0.001107,0.001107,0.574040,0.001107,0.281538
2321,0.424639,0.568534,0.001139,0.001138,0.001137,0.001137,0.001138,0.001138
2322,0.989314,0.001526,0.001527,0.001526,0.001527,0.001528,0.001526,0.001526
2323,0.665837,0.323276,0.001815,0.001816,0.001813,0.001814,0.001813,0.001815
2324,0.098594,0.454501,0.317761,0.001331,0.001331,0.001333,0.001332,0.123818
2325,0.001361,0.511890,0.001362,0.193556,0.001361,0.287748,0.001361,0.001361
2326,0.347747,0.001139,0.478020,0.001139,0.001138,0.168543,0.001138,0.001137
2327,0.001215,0.001215,0.027714,0.001216,0.001215,0.964996,0.001215,0.001215
2328,0.000834,0.000834,0.000834,0.000835,0.000834,0.949116,0.045878,0.000834
2329,0.000927,0.599024,0.395412,0.000927,0.000927,0.000928,0.000927,0.000927
2330,0.325233,0.001108,0.349063,0.001108,0.001108,0.001108,0.001107,0.320165
2331,0.001692,0.001692,0.777755,0.001693,0.001692,0.212092,0.001691,0.001692
2332,0.327991,0.104747,0.001304,0.001303,0.001303,0.461818,0.100231,0.001304
2333,0.001789,0.411561,0.305476,0.001788,0.001789,0.001787,0.001788,0.274021
2334,0.001170,0.001171,0.520517,0.001171,0.144934,0.001169,0.001169,0.328699
2335,0.245683,0.749063,0.000876,0.000876,0.000876,0.000876,0.000875,0.000875
2336,0.001010,0.209428,0.001010,0.001009,0.001009,0.784515,0.001009,0.001009
2337,0.001626,0.226342,0.254375,0.001625,0.001625,0.480348,0.032433,0.001625
2338,0.001204,0.001204,0.187733,0.001205,0.001204,0.377381,0.428865,0.001204
2339,0.001108,0.198779,0.794574,0.001108,0.001107,0.001108,0.001109,0.001108
2340,0.357396,0.021011,0.000736,0.000736,0.000736,0.617913,0.000736,0.000737
2341,0.497321,0.077442,0.205549,0.045367,0.021149,0.150537,0.001318,0.001317
2342,0.000907,0.628447,0.000907,0.000907,0.000907,0.366112,0.000907,0.000906
2343,0.291570,0.445651,0.220428,0.001566,0.001564,0.001565,0.036092,0.001564
2344,0.001332,0.582796,0.140668,0.001332,0.001331,0.269879,0.001331,0.001331
2345,0.071306,0.600111,0.322262,0.001265,0.001264,0.001264,0.001265,0.001264
2346,0.001290,0.474844,0.517417,0.001290,0.001290,0.001290,0.001290,0.001290
2347,0.042230,0.383543,0.566304,0.001585,0.001584,0.001585,0.001585,0.001583
2348,0.479216,0.510634,0.001692,0.001691,0.001692,0.001692,0.001691,0.001691
2349,0.226956,0.000813,0.000813,0.000814,0.000813,0.593936,0.000813,0.175042
2350,0.000834,0.000835,0.560344,0.000834,0.000834,0.434649,0.000834,0.000835
2351,0.001159,0.073508,0.430087,0.001158,0.001159,0.218919,0.001159,0.272852
2352,0.001291,0.544887,0.289659,0.001290,0.021820,0.138474,0.001290,0.001290
2353,0.546813,0.078614,0.001070,0.001070,0.028091,0.315766,0.001070,0.027507
2354,0.087904,0.001017,0.001018,0.001017,0.070441,0.836568,0.001017,0.001018
2355,0.001304,0.001303,0.001304,0.001303,0.990874,0.001305,0.001303,0.001303
2356,0.001227,0.541926,0.450711,0.001227,0.001227,0.001228,0.001227,0.001227
2357,0.001239,0.991324,0.001239,0.001238,0.001239,0.001242,0.001239,0.001238
2358,0.352541,0.001331,0.001333,0.001331,0.071989,0.568812,0.001332,0.001331
2359,0.000994,0.088783,0.051000,0.000993,0.135797,0.573626,0.011901,0.136906
2360,0.256993,0.000970,0.087311,0.000970,0.127683,0.524133,0.000970,0.000970
2361,0.001034,0.759939,0.001034,0.001034,0.001034,0.233854,0.001035,0.001035
2362,0.151051,0.001170,0.559388,0.001169,0.022745,0.262140,0.001169,0.001169
2363,0.072135,0.000971,0.257410,0.114230,0.000970,0.552343,0.000970,0.000971
2364,0.001304,0.001303,0.001304,0.001303,0.001304,0.706751,0.001303,0.285428
2365,0.414786,0.335341,0.232788,0.001001,0.001001,0.001002,0.013080,0.001001
2366,0.000928,0.000927,0.085640,0.051702,0.000927,0.858023,0.000927,0.000927
2367,0.488513,0.130462,0.371680,0.001868,0.001868,0.001871,0.001869,0.001868
2368,0.850635,0.001002,0.143356,0.001001,0.001002,0.001001,0.001001,0.001002
2369,0.359062,0.000835,0.144859,0.000834,0.022641,0.412358,0.000834,0.058577
2370,0.193365,0.221541,0.580806,0.000858,0.000858,0.000857,0.000858,0.000858
2371,0.000985,0.291765,0.702323,0.000985,0.000986,0.000986,0.000985,0.000986
2372,0.001361,0.371213,0.299916,0.001360,0.001360,0.322069,0.001360,0.001360
2373,0.322433,0.001089,0.106382,0.001088,0.001089,0.450390,0.001088,0.116441
2374,0.001139,0.388675,0.489552,0.085880,0.001139,0.001139,0.031339,0.001138
2375,0.000956,0.692919,0.301349,0.000955,0.000955,0.000956,0.000956,0.000955
2376,0.001472,0.001472,0.989698,0.001471,0.001472,0.001472,0.001472,0.001472
2377,0.001391,0.001392,0.887817,0.001391,0.001391,0.103836,0.001391,0.001392
2378,0.000986,0.878334,0.000986,0.000985,0.000986,0.046258,0.000985,0.070480
2379,0.001252,0.001252,0.001252,0.001251,0.001251,0.896546,0.001252,0.095943
2380,0.001088,0.688054,0.028808,0.001088,0.001089,0.277696,0.001089,0.001088
2381,0.184301,0.000895,0.620823,0.093037,0.000894,0.098261,0.000894,0.000894
2382,0.001565,0.001566,0.640634,0.001566,0.001564,0.148168,0.001566,0.203371
2383,0.001061,0.001061,0.992577,0.001060,0.001060,0.001060,0.001060,0.001061
2384,0.336107,0.000941,0.384676,0.000940,0.000941,0.000942,0.274512,0.000941
2385,0.001625,0.932049,0.001627,0.001624,0.001625,0.058200,0.001625,0.001626
2386,0.491580,0.001128,0.501656,0.001127,0.001127,0.001127,0.001127,0.001127
2387,0.001407,0.001406,0.001407,0.026207,0.001407,0.965354,0.001406,0.001406
2388,0.002611,0.316849,0.002611,0.084428,0.002609,0.585678,0.002607,0.002607
2389,0.001118,0.111883,0.001118,0.001118,0.076805,0.519185,0.001118,0.287655
2390,0.341432,0.086476,0.120764,0.015668,0.001070,0.349872,0.001070,0.083647
2391,0.294645,0.294621,0.241219,0.001215,0.001215,0.164655,0.001214,0.001215
2392,0.219859,0.001790,0.001789,0.001788,0.001787,0.652736,0.001788,0.118462
2393,0.166788,0.000920,0.080384,0.000921,0.000920,0.701160,0.000920,0.047988
2394,0.110582,0.363941,0.444807,0.000993,0.000993,0.000993,0.000993,0.076699
2395,0.000798,0.000797,0.030770,0.000797,0.000798,0.655501,0.000797,0.309742
2396,0.150410,0.159124,0.682006,0.001692,0.001693,0.001692,0.001691,0.001692
2397,0.001626,0.165224,0.001627,0.001626,0.098744,0.727903,0.001625,0.001625
2398,0.001240,0.001240,0.396988,0.195256,0.001239,0.401559,0.001239,0.001239
2399,0.476248,0.321705,0.194854,0.001438,0.001438,0.001440,0.001438,0.001440
2400,0.001897,0.986727,0.001897,0.001896,0.001896,0.001896,0.001897,0.001895
2401,0.001251,0.691373,0.001251,0.001251,0.301120,0.001251,0.001251,0.001252
2402,0.000994,0.766762,0.038730,0.014627,0.000993,0.105714,0.071187,0.000993
2403,0.001228,0.991408,0.001227,0.001227,0.001228,0.001228,0.001227,0.001228
2404,0.001001,0.001001,0.893398,0.001001,0.001001,0.100598,0.001001,0.001001
2405,0.001584,0.895903,0.001583,0.059118,0.037058,0.001583,0.001584,0.001586
2406,0.149535,0.841417,0.001508,0.001508,0.001509,0.001508,0.001508,0.001508
2407,0.001203,0.452069,0.382878,0.001204,0.001203,0.001203,0.074571,0.085668
2408,0.001789,0.368228,0.001789,0.001788,0.001789,0.621042,0.001787,0.001788
2409,0.001317,0.056441,0.159644,0.001317,0.001317,0.001318,0.001317,0.777330
2410,0.000955,0.289530,0.272620,0.000955,0.000955,0.316224,0.000955,0.117806
2411,0.945984,0.047487,0.001089,0.001088,0.001088,0.001088,0.001088,0.001088
2412,0.001647,0.329469,0.069390,0.040902,0.001647,0.001647,0.127820,0.427477
2413,0.001303,0.489322,0.001303,0.001303,0.001304,0.001303,0.001304,0.502859
2414,0.001026,0.892544,0.001026,0.001026,0.001025,0.101301,0.001026,0.001026
2415,0.001738,0.744433,0.001738,0.001737,0.001739,0.001739,0.001739,0.245137
2416,0.776734,0.215756,0.001252,0.001251,0.001252,0.001252,0.001251,0.001252
2417,0.001079,0.258466,0.001079,0.001078,0.001079,0.001080,0.735061,0.001079
2418,0.002196,0.879756,0.002195,0.002194,0.002196,0.002195,0.107071,0.002195
2419,0.001117,0.599419,0.393876,0.001117,0.001118,0.001118,0.001118,0.001118
2420,0.001375,0.218334,0.177491,0.001376,0.001375,0.067889,0.086350,0.445812
2421,0.123549,0.420602,0.001763,0.028504,0.176044,0.001761,0.001763,0.246013
2422,0.001228,0.991410,0.001228,0.001226,0.001227,0.001228,0.001227,0.001227
2423,0.001691,0.001692,0.493732,0.001690,0.001690,0.001691,0.001691,0.496123
2424,0.000719,0.858735,0.000719,0.000719,0.000719,0.136948,0.000719,0.000719
2425,0.001332,0.313027,0.221041,0.001331,0.263008,0.197597,0.001331,0.001332
2426,0.001128,0.109566,0.001128,0.001127,0.883670,0.001127,0.001127,0.001128
2427,0.197472,0.630315,0.001526,0.001527,0.001526,0.001526,0.164581,0.001527
2428,0.000894,0.574935,0.185747,0.000893,0.000894,0.191820,0.000894,0.043923
2429,0.100250,0.704035,0.001278,0.085869,0.001278,0.001279,0.001278,0.104734
2430,0.001052,0.001052,0.114904,0.001052,0.001052,0.575050,0.025509,0.280330
2431,0.002233,0.984363,0.002234,0.002233,0.002233,0.002234,0.002234,0.002236
2432,0.000894,0.404289,0.000894,0.000894,0.000894,0.000895,0.090324,0.500918
2433,0.001088,0.992382,0.001088,0.001088,0.001088,0.001088,0.001089,0.001089
2434,0.001051,0.992641,0.001051,0.001051,0.001051,0.001051,0.001051,0.001052
2435,0.001896,0.986729,0.001895,0.001895,0.001895,0.001895,0.001896,0.001899
2436,0.129245,0.539315,0.001061,0.001061,0.001060,0.001061,0.206252,0.120945
2437,0.000863,0.000864,0.000863,0.000863,0.000863,0.993958,0.000863,0.000863
2438,0.002718,0.980966,0.002718,0.002719,0.002721,0.002718,0.002719,0.002720
2439,0.000928,0.511136,0.215471,0.000927,0.000928,0.268758,0.000927,0.000927
2440,0.001239,0.526566,0.001239,0.001240,0.001238,0.323204,0.144034,0.001239
2441,0.000993,0.993048,0.000993,0.000993,0.000993,0.000993,0.000993,0.000993
2442,0.211293,0.577969,0.001204,0.204719,0.001203,0.001204,0.001203,0.001204
2443,0.001304,0.545091,0.001303,0.001305,0.001303,0.216411,0.001305,0.231978
2444,0.619849,0.001606,0.319526,0.001605,0.001604,0.001605,0.001604,0.052600
2445,0.001034,0.992761,0.001035,0.001034,0.001034,0.001034,0.001034,0.001034
2446,0.001346,0.772425,0.001346,0.001347,0.001346,0.219497,0.001346,0.001347
2447,0.000920,0.000921,0.000920,0.000920,0.000920,0.993558,0.000920,0.000920
2448,0.001001,0.408918,0.001001,0.001001,0.585075,0.001001,0.001001,0.001001
2449,0.000978,0.000979,0.000978,0.000977,0.993155,0.000977,0.000978,0.000978
2450,0.502813,0.000813,0.078552,0.265437,0.000814,0.000813,0.149945,0.000813
2451,0.000846,0.000845,0.000845,0.000845,0.000845,0.994082,0.000845,0.000846
2452,0.001790,0.001788,0.001789,0.001789,0.987474,0.001790,0.001792,0.001789
2453,0.407785,0.000858,0.000858,0.587069,0.000858,0.000858,0.000858,0.000858
2454,0.000846,0.000846,0.491645,0.503281,0.000845,0.000846,0.000846,0.000846
2455,0.213569,0.000963,0.423847,0.000964,0.000963,0.000963,0.357769,0.000962
2456,0.655087,0.001127,0.001127,0.001127,0.001127,0.001127,0.338149,0.001128
2457,0.001407,0.148253,0.613615,0.001406,0.198720,0.033786,0.001405,0.001406
2458,0.000787,0.000787,0.295764,0.699512,0.000787,0.000787,0.000787,0.000787
2459,0.001546,0.001544,0.001545,0.001544,0.989187,0.001545,0.001545,0.001544
2460,0.000659,0.995388,0.000659,0.000659,0.000659,0.000659,0.000659,0.000660
2461,0.001626,0.001624,0.001625,0.001624,0.988627,0.001625,0.001625,0.001624
2462,0.000677,0.000676,0.000676,0.000676,0.995266,0.000677,0.000676,0.000676
2463,0.001290,0.001290,0.035931,0.001290,0.956330,0.001290,0.001290,0.001289
2464,0.995909,0.000584,0.000584,0.000585,0.000584,0.000584,0.000585,0.000584
2465,0.072559,0.023120,0.216892,0.001406,0.001406,0.681805,0.001406,0.001407
2466,0.000659,0.000659,0.000659,0.000659,0.000659,0.995389,0.000659,0.000659
2467,0.000626,0.000626,0.000626,0.000626,0.000626,0.971575,0.024670,0.000626
2468,0.000711,0.000711,0.000712,0.995020,0.000711,0.000712,0.000711,0.000711
2469,0.995133,0.000695,0.000695,0.000696,0.000695,0.000695,0.000696,0.000695
2470,0.105406,0.000768,0.000768,0.000769,0.000768,0.178006,0.712748,0.000768
2471,0.002454,0.002452,0.002454,0.002457,0.002453,0.982825,0.002453,0.002452
2472,0.000692,0.000692,0.000692,0.000693,0.381557,0.000692,0.614290,0.000692
2473,0.000763,0.000763,0.000763,0.000763,0.000763,0.000763,0.994660,0.000763
2474,0.000681,0.000680,0.000681,0.276247,0.000680,0.385419,0.334932,0.000680
2475,0.270780,0.329345,0.000835,0.000835,0.000834,0.395703,0.000835,0.000834
2476,0.000963,0.000963,0.000963,0.153409,0.000963,0.082338,0.759439,0.000963
2477,0.000773,0.000773,0.000773,0.348185,0.000773,0.363390,0.000773,0.284561
2478,0.000554,0.519583,0.000554,0.423593,0.000554,0.054055,0.000554,0.000554
2479,0.000963,0.000964,0.000963,0.409754,0.000963,0.584467,0.000963,0.000963
2480,0.000547,0.000546,0.000547,0.852000,0.000546,0.144721,0.000547,0.000546
2481,0.000807,0.000807,0.000807,0.000808,0.000807,0.994349,0.000807,0.000807
2482,0.000782,0.000782,0.000782,0.079259,0.000782,0.916047,0.000783,0.000782
2483,0.011262,0.235404,0.000588,0.174772,0.000587,0.576212,0.000588,0.000588
2484,0.377500,0.001228,0.001227,0.213516,0.001227,0.333429,0.001227,0.070646
2485,0.001148,0.001149,0.001149,0.567135,0.001149,0.352743,0.074378,0.001149
2486,0.130936,0.152539,0.000846,0.000846,0.354081,0.359063,0.000845,0.000845
2487,0.001108,0.015906,0.977448,0.001107,0.001108,0.001108,0.001107,0.001108
2488,0.001473,0.001472,0.759027,0.001472,0.001473,0.232139,0.001472,0.001472
2489,0.650041,0.001252,0.001252,0.144625,0.001252,0.199074,0.001252,0.001252
2490,0.000616,0.000616,0.000616,0.000616,0.000616,0.995688,0.000616,0.000616
2491,0.000948,0.000948,0.993365,0.000948,0.000948,0.000948,0.000948,0.000948
2492,0.001193,0.001192,0.001193,0.001192,0.001192,0.971923,0.001193,0.020923
2493,0.996018,0.000569,0.000569,0.000569,0.000569,0.000569,0.000569,0.000569
2494,0.001052,0.060056,0.933633,0.001051,0.001052,0.001052,0.001052,0.001052
2495,0.001626,0.025444,0.505437,0.069675,0.001626,0.392941,0.001624,0.001627
2496,0.001491,0.001489,0.001491,0.001490,0.001490,0.989569,0.001490,0.001490
2497,0.000888,0.000888,0.512046,0.000887,0.000889,0.394420,0.089094,0.000887
2498,0.148680,0.000759,0.403931,0.000759,0.000759,0.362703,0.000758,0.081651
2499,0.000949,0.130444,0.314673,0.000948,0.000948,0.550142,0.000948,0.000948
2500,0.001739,0.001738,0.987831,0.001739,0.001738,0.001740,0.001738,0.001737
2501,0.000978,0.000977,0.000978,0.000978,0.000977,0.993157,0.000977,0.000977
2502,0.262940,0.100610,0.129943,0.001079,0.001078,0.486045,0.017226,0.001079
2503,0.260483,0.001002,0.001002,0.001002,0.001002,0.607889,0.001001,0.126619
2504,0.001455,0.001455,0.001455,0.001455,0.001455,0.989816,0.001455,0.001454
