doc_index,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8
650,0.000845,0.994082,0.000845,0.000846,0.000845,0.000845,0.000845,0.000845
651,0.001034,0.280199,0.001034,0.199905,0.001034,0.001035,0.514724,0.001034
652,0.002979,0.922244,0.002982,0.002978,0.002978,0.002981,0.002980,0.059878
653,0.148081,0.507068,0.001278,0.185362,0.154379,0.001278,0.001277,0.001277
654,0.000942,0.479929,0.514422,0.000941,0.000941,0.000942,0.000942,0.000941
655,0.117283,0.338475,0.267483,0.000994,0.000994,0.164081,0.109697,0.000994
656,0.001216,0.388263,0.001216,0.220752,0.001215,0.001216,0.176966,0.209156
657,0.995133,0.000695,0.000695,0.000696,0.000695,0.000695,0.000696,0.000695
658,0.992106,0.001128,0.001128,0.001129,0.001127,0.001128,0.001128,0.001127
659,0.000554,0.519583,0.000554,0.423593,0.000554,0.054055,0.000554,0.000554
660,0.000948,0.000948,0.000948,0.215423,0.000949,0.698572,0.000949,0.081263
661,0.000547,0.000546,0.000547,0.852000,0.000546,0.144721,0.000547,0.000546
662,0.000807,0.000807,0.000807,0.000808,0.000807,0.994349,0.000807,0.000807
663,0.000782,0.000782,0.000782,0.079259,0.000782,0.916047,0.000783,0.000782
664,0.314012,0.001204,0.001203,0.678766,0.001204,0.001203,0.001204,0.001204
665,0.001332,0.221451,0.001332,0.154774,0.128733,0.209258,0.281789,0.001332
666,0.001508,0.001508,0.001508,0.289863,0.701090,0.001508,0.001508,0.001507
667,0.000941,0.031396,0.000941,0.866966,0.077871,0.020004,0.000941,0.000941
668,0.001508,0.026110,0.019209,0.947144,0.001507,0.001507,0.001508,0.001507
669,0.001547,0.001546,0.001545,0.615463,0.001548,0.001545,0.001546,0.375261
670,0.001508,0.046063,0.001509,0.126036,0.820359,0.001508,0.001509,0.001508
671,0.144553,0.068190,0.001361,0.332043,0.449771,0.001360,0.001360,0.001360
672,0.000985,0.118705,0.000986,0.794784,0.081584,0.000985,0.000986,0.000985
673,0.000928,0.000927,0.021159,0.813530,0.021469,0.000928,0.000927,0.140133
674,0.001216,0.001214,0.001216,0.837727,0.114796,0.001216,0.041400,0.001215
675,0.224907,0.001098,0.001098,0.542494,0.227108,0.001098,0.001098,0.001099
676,0.162499,0.064338,0.280597,0.275410,0.015000,0.000807,0.200541,0.000808
677,0.244800,0.001061,0.001061,0.619286,0.130609,0.001061,0.001062,0.001060
678,0.001025,0.001025,0.001025,0.992824,0.001025,0.001025,0.001025,0.001025
679,0.042255,0.001080,0.091981,0.799561,0.049643,0.013321,0.001079,0.001080
680,0.001456,0.001455,0.001455,0.810832,0.180438,0.001454,0.001456,0.001454
681,0.000768,0.000768,0.000767,0.994627,0.000768,0.000767,0.000768,0.000767
682,0.001375,0.001375,0.001375,0.971456,0.020296,0.001375,0.001374,0.001374
683,0.001099,0.116938,0.325389,0.139579,0.136566,0.001098,0.197369,0.081962
684,0.000963,0.000963,0.000963,0.876491,0.000963,0.064169,0.000963,0.054525
685,0.416730,0.000963,0.000963,0.493118,0.030651,0.000962,0.055652,0.000962
686,0.205056,0.001017,0.001018,0.788838,0.001020,0.001017,0.001017,0.001017
687,0.995133,0.000695,0.000695,0.000696,0.000695,0.000695,0.000696,0.000695
688,0.074707,0.000978,0.000977,0.833765,0.086641,0.000977,0.000977,0.000977
689,0.121779,0.001108,0.001108,0.572051,0.001107,0.001108,0.090202,0.211537
690,0.001455,0.001456,0.001455,0.989812,0.001455,0.001455,0.001456,0.001456
691,0.033145,0.001043,0.001043,0.744870,0.001043,0.001043,0.216770,0.001043
692,0.002160,0.002157,0.002158,0.984896,0.002157,0.002158,0.002157,0.002156
693,0.001137,0.001137,0.001137,0.992040,0.001137,0.001137,0.001137,0.001137
694,0.201936,0.001438,0.001440,0.340728,0.346020,0.001438,0.105561,0.001438
695,0.024454,0.000768,0.266933,0.531553,0.173989,0.000768,0.000768,0.000767
696,0.000846,0.000845,0.000846,0.825618,0.000846,0.000846,0.000845,0.169308
697,0.000642,0.000642,0.000642,0.837290,0.051992,0.107510,0.000642,0.000641
698,0.001159,0.001158,0.001159,0.934845,0.058203,0.001159,0.001158,0.001158
699,0.000888,0.000888,0.000888,0.880327,0.049899,0.000887,0.065335,0.000888
700,0.000824,0.000824,0.000823,0.994235,0.000823,0.000824,0.000823,0.000824
701,0.001080,0.001079,0.085575,0.815419,0.001078,0.001079,0.001078,0.093611
702,0.000846,0.000846,0.117880,0.474459,0.315833,0.088443,0.000847,0.000846
703,0.000719,0.000719,0.000719,0.711956,0.283730,0.000719,0.000719,0.000719
704,0.001604,0.001604,0.001604,0.750192,0.139940,0.001605,0.101846,0.001604
705,0.191554,0.000921,0.000921,0.416614,0.000921,0.387227,0.000921,0.000921
706,0.001390,0.001391,0.001390,0.990269,0.001390,0.001390,0.001391,0.001391
707,0.001009,0.001010,0.001009,0.878774,0.001010,0.001009,0.115171,0.001009
708,0.000955,0.000956,0.153154,0.841114,0.000955,0.000956,0.000955,0.000955
709,0.197567,0.281405,0.000803,0.415070,0.069443,0.000803,0.000802,0.034106
710,0.350243,0.001565,0.001564,0.553963,0.001564,0.001563,0.001564,0.087973
711,0.097891,0.001117,0.116085,0.486854,0.161424,0.134395,0.001117,0.001117
712,0.019908,0.001714,0.001714,0.878449,0.093072,0.001714,0.001715,0.001714
713,0.000839,0.000840,0.000839,0.994123,0.000840,0.000840,0.000840,0.000840
714,0.000823,0.000824,0.000824,0.994236,0.000823,0.000823,0.000823,0.000823
715,0.000745,0.154796,0.000745,0.840735,0.000745,0.000745,0.000745,0.000745
716,0.000927,0.289830,0.000927,0.704609,0.000927,0.000927,0.000927,0.000927
717,0.000699,0.000700,0.000699,0.995105,0.000699,0.000699,0.000699,0.000699
718,0.001318,0.001317,0.001318,0.001317,0.001317,0.990780,0.001317,0.001317
719,0.001079,0.001080,0.992444,0.001080,0.001079,0.001080,0.001080,0.001079
720,0.343651,0.000994,0.244023,0.000994,0.028784,0.172807,0.000993,0.207754
721,0.000773,0.134065,0.521150,0.000772,0.000773,0.340923,0.000772,0.000772
722,0.134288,0.000745,0.320181,0.000745,0.000745,0.301600,0.000745,0.240951
723,0.106274,0.032861,0.000666,0.000666,0.000666,0.857537,0.000665,0.000665
724,0.000941,0.000941,0.417143,0.000941,0.000941,0.382090,0.196061,0.000941
725,0.000907,0.000907,0.040635,0.000907,0.000907,0.953923,0.000907,0.000907
726,0.226884,0.001079,0.766642,0.001079,0.001079,0.001080,0.001079,0.001079
727,0.001079,0.398317,0.595209,0.001079,0.001079,0.001080,0.001079,0.001079
728,0.000978,0.000978,0.000978,0.000977,0.000977,0.993156,0.000978,0.000977
729,0.162727,0.001034,0.001035,0.203886,0.001035,0.628215,0.001034,0.001034
730,0.000754,0.000754,0.400001,0.000754,0.000754,0.399605,0.000754,0.196626
731,0.001691,0.001691,0.573437,0.001691,0.001691,0.416417,0.001691,0.001690
732,0.002123,0.002121,0.002122,0.002121,0.002120,0.985146,0.002125,0.002122
733,0.001127,0.001127,0.992110,0.001126,0.001127,0.001128,0.001127,0.001127
734,0.001070,0.001070,0.631381,0.001070,0.001070,0.362200,0.001070,0.001070
735,0.000948,0.000948,0.993365,0.000948,0.000948,0.000948,0.000948,0.000948
736,0.108831,0.000863,0.565292,0.000864,0.000863,0.262318,0.000864,0.060105
737,0.996018,0.000569,0.000569,0.000569,0.000569,0.000569,0.000569,0.000569
738,0.138783,0.000857,0.000858,0.000857,0.470040,0.386891,0.000857,0.000857
739,0.001192,0.001192,0.991659,0.001191,0.001191,0.001192,0.001191,0.001191
740,0.000652,0.000652,0.000652,0.000651,0.151483,0.844606,0.000652,0.000652
741,0.000993,0.000994,0.524134,0.000993,0.000994,0.452479,0.000993,0.018421
742,0.015758,0.000882,0.000882,0.000881,0.000881,0.978952,0.000881,0.000882
743,0.634476,0.001277,0.357862,0.001277,0.001276,0.001278,0.001277,0.001277
744,0.189438,0.000719,0.244713,0.000720,0.128989,0.334074,0.000719,0.100628
745,0.280550,0.000759,0.290871,0.000759,0.000759,0.338994,0.000758,0.086552
746,0.001473,0.001473,0.498360,0.001473,0.001472,0.492804,0.001473,0.001472
747,0.000941,0.000941,0.000942,0.000941,0.000941,0.993411,0.000942,0.000941
748,0.000978,0.000977,0.000978,0.000978,0.000977,0.993157,0.000977,0.000977
749,0.244359,0.161039,0.248462,0.001346,0.001345,0.340757,0.001345,0.001346
750,0.001159,0.001159,0.248662,0.001159,0.001159,0.534503,0.001159,0.211041
751,0.081901,0.000888,0.489597,0.062980,0.034086,0.328773,0.000888,0.000887
752,0.005222,0.005214,0.082952,0.275794,0.005223,0.615167,0.005216,0.005211
753,0.481213,0.001127,0.267839,0.001127,0.001128,0.245311,0.001128,0.001127
754,0.001203,0.001203,0.001203,0.001203,0.001203,0.991578,0.001204,0.001203
755,0.001896,0.001895,0.001896,0.001897,0.001895,0.898775,0.089851,0.001896
756,0.469830,0.001813,0.519287,0.001814,0.001815,0.001815,0.001813,0.001813
757,0.001018,0.001017,0.001018,0.001017,0.001017,0.992878,0.001017,0.001017
758,0.993368,0.000947,0.000948,0.000947,0.000947,0.000948,0.000947,0.000947
759,0.000768,0.000767,0.000768,0.000767,0.000767,0.994628,0.000767,0.000767
760,0.995392,0.000658,0.000658,0.000658,0.000658,0.000659,0.000658,0.000658
761,0.002278,0.002275,0.002276,0.002275,0.984070,0.002278,0.002274,0.002275
762,0.001292,0.051975,0.401720,0.001292,0.230291,0.310851,0.001290,0.001290
763,0.000440,0.000440,0.000440,0.000440,0.000440,0.996917,0.000440,0.000440
764,0.001204,0.001203,0.168942,0.160003,0.001203,0.001204,0.665039,0.001203
765,0.199552,0.328362,0.003054,0.141378,0.003053,0.003053,0.318495,0.003053
766,0.238420,0.177954,0.438771,0.001204,0.039109,0.001204,0.102135,0.001204
767,0.000829,0.000829,0.000829,0.000828,0.000828,0.994200,0.000829,0.000828
768,0.001406,0.783093,0.001406,0.001408,0.208467,0.001406,0.001407,0.001407
769,0.046582,0.000851,0.195755,0.000852,0.065282,0.688974,0.000852,0.000852
770,0.001565,0.464509,0.233863,0.042796,0.001564,0.252574,0.001564,0.001564
771,0.001161,0.001160,0.400018,0.149083,0.001160,0.445102,0.001159,0.001158
772,0.001099,0.001098,0.598718,0.001098,0.223271,0.172521,0.001098,0.001098
773,0.000894,0.000895,0.463449,0.000894,0.000894,0.000894,0.000894,0.531187
774,0.134328,0.000834,0.000834,0.000834,0.000834,0.860666,0.000834,0.000834
775,0.000655,0.000655,0.000655,0.000655,0.000655,0.995416,0.000655,0.000655
776,0.001002,0.001002,0.103406,0.208261,0.001002,0.683326,0.001001,0.001001
777,0.314467,0.000787,0.000787,0.000787,0.477492,0.204106,0.000787,0.000787
778,0.404812,0.001377,0.001377,0.115348,0.001377,0.420949,0.053384,0.001377
779,0.001108,0.001107,0.001108,0.001107,0.001108,0.667750,0.325604,0.001108
780,0.002554,0.002554,0.412223,0.002553,0.002554,0.572452,0.002557,0.002553
781,0.000659,0.000659,0.022892,0.159541,0.106150,0.601976,0.107464,0.000659
782,0.000540,0.000540,0.207548,0.000539,0.000539,0.789215,0.000539,0.000540
783,0.000768,0.415086,0.000768,0.153252,0.000768,0.427822,0.000768,0.000768
784,0.001332,0.001332,0.001331,0.001332,0.001332,0.990678,0.001332,0.001331
785,0.000818,0.175092,0.386433,0.000818,0.000818,0.255484,0.086876,0.093662
786,0.000616,0.000616,0.000616,0.000616,0.000616,0.995688,0.000616,0.000616
787,0.000626,0.000626,0.208243,0.000626,0.000625,0.788001,0.000627,0.000626
788,0.000602,0.000602,0.007147,0.683131,0.000602,0.306713,0.000602,0.000602
789,0.000616,0.000616,0.000616,0.000616,0.000616,0.995686,0.000616,0.000616
790,0.232668,0.000736,0.000736,0.000736,0.000736,0.762917,0.000736,0.000736
791,0.058808,0.000818,0.177973,0.000819,0.759128,0.000818,0.000818,0.000818
792,0.000728,0.000728,0.000728,0.000728,0.000728,0.994905,0.000727,0.000728
793,0.000684,0.000684,0.000684,0.253510,0.059641,0.683426,0.000686,0.000684
794,0.000970,0.000971,0.258849,0.000970,0.000970,0.735329,0.000970,0.000970
795,0.000749,0.000749,0.000749,0.666438,0.000749,0.329067,0.000749,0.000749
796,0.172597,0.000792,0.000792,0.000792,0.550645,0.272798,0.000792,0.000792
797,0.000670,0.000669,0.000670,0.000669,0.180156,0.815828,0.000669,0.000669
798,0.000907,0.628447,0.000907,0.000907,0.000907,0.366112,0.000907,0.000906
799,0.001035,0.276269,0.001035,0.001034,0.116051,0.602506,0.001035,0.001034
800,0.000754,0.703321,0.000754,0.000754,0.000754,0.292158,0.000754,0.000754
801,0.000823,0.000824,0.000825,0.000823,0.000823,0.994236,0.000823,0.000823
802,0.000823,0.000823,0.000824,0.000824,0.363574,0.631485,0.000823,0.000823
803,0.001010,0.001009,0.001009,0.001009,0.001009,0.992936,0.001009,0.001009
804,0.094966,0.000782,0.000782,0.000782,0.023711,0.732213,0.000782,0.145981
805,0.001170,0.001170,0.001170,0.001171,0.238396,0.754584,0.001170,0.001170
806,0.001159,0.001159,0.237753,0.001159,0.001159,0.595845,0.160606,0.001159
807,0.000955,0.859213,0.000955,0.000955,0.000955,0.135057,0.000955,0.000955
808,0.001017,0.001018,0.001018,0.001017,0.001017,0.703051,0.001017,0.290844
809,0.001070,0.408962,0.539750,0.001070,0.001070,0.001070,0.001070,0.045938
810,0.000970,0.000971,0.133169,0.000970,0.861009,0.000971,0.000970,0.000970
811,0.000803,0.502380,0.345034,0.000802,0.000802,0.148575,0.000802,0.000802
812,0.321946,0.604029,0.001318,0.001318,0.001318,0.001318,0.001317,0.067435
813,0.000948,0.000948,0.561524,0.000948,0.000948,0.432786,0.000948,0.000949
814,0.000659,0.000659,0.301162,0.000659,0.000659,0.381709,0.313835,0.000659
815,0.001304,0.223945,0.376737,0.001304,0.001304,0.392798,0.001303,0.001304
816,0.001438,0.001438,0.347706,0.001438,0.001437,0.643667,0.001438,0.001438
817,0.377648,0.001391,0.001391,0.001391,0.001390,0.614005,0.001392,0.001391
818,0.481979,0.001304,0.001304,0.001304,0.001304,0.510197,0.001304,0.001304
819,0.001171,0.001170,0.090828,0.001171,0.001172,0.902150,0.001169,0.001170
820,0.000985,0.291765,0.702323,0.000985,0.000986,0.000986,0.000985,0.000986
821,0.585774,0.000994,0.000994,0.000993,0.000994,0.408263,0.000994,0.000994
822,0.000741,0.000741,0.000741,0.000740,0.000740,0.443639,0.551918,0.000740
823,0.000684,0.000684,0.000684,0.000684,0.026013,0.913488,0.000684,0.057078
824,0.000948,0.000949,0.000948,0.000948,0.000948,0.993362,0.000948,0.000948
825,0.001061,0.001060,0.001060,0.001060,0.001060,0.967030,0.026608,0.001060
826,0.001138,0.015171,0.025849,0.001138,0.001139,0.953289,0.001137,0.001138
827,0.000614,0.000613,0.000614,0.000613,0.000613,0.714224,0.282095,0.000613
828,0.000673,0.688002,0.000673,0.228445,0.000673,0.000674,0.080187,0.000673
829,0.001291,0.001290,0.181039,0.001289,0.167038,0.645473,0.001290,0.001290
830,0.000803,0.000802,0.000803,0.000802,0.000802,0.443679,0.551507,0.000802
831,0.272235,0.024286,0.026567,0.027681,0.001191,0.645655,0.001192,0.001192
832,0.000764,0.000764,0.000763,0.000763,0.000763,0.635925,0.359495,0.000764
833,0.001181,0.001181,0.602354,0.001181,0.001181,0.344108,0.001180,0.047634
834,0.288935,0.000948,0.000949,0.000949,0.000949,0.705374,0.000948,0.000948
835,0.347688,0.001841,0.641265,0.001841,0.001842,0.001842,0.001842,0.001840
836,0.001407,0.001407,0.484906,0.194705,0.001406,0.313358,0.001406,0.001406
837,0.142547,0.120783,0.336282,0.000927,0.062856,0.000927,0.334750,0.000928
838,0.001406,0.192182,0.477485,0.001406,0.018824,0.001407,0.280858,0.026432
839,0.001060,0.001062,0.278100,0.001060,0.001060,0.302313,0.414285,0.001061
840,0.213651,0.001391,0.430580,0.001392,0.001391,0.001391,0.001391,0.348812
841,0.457248,0.001331,0.370756,0.001331,0.165337,0.001333,0.001333,0.001331
842,0.000818,0.000819,0.657138,0.000818,0.287572,0.000819,0.000818,0.051198
843,0.001585,0.307141,0.368670,0.001584,0.001585,0.316268,0.001584,0.001584
844,0.001088,0.062842,0.354960,0.001088,0.001089,0.576757,0.001088,0.001089
845,0.001691,0.001692,0.988159,0.001692,0.001691,0.001692,0.001692,0.001691
846,0.000857,0.000857,0.994000,0.000857,0.000857,0.000858,0.000857,0.000857
847,0.989317,0.001527,0.001528,0.001526,0.001525,0.001527,0.001526,0.001526
848,0.001043,0.001044,0.643026,0.001043,0.287558,0.001043,0.001044,0.064200
849,0.001228,0.209462,0.251833,0.001227,0.129373,0.404422,0.001227,0.001228
850,0.000986,0.218349,0.000986,0.000985,0.000985,0.519304,0.257418,0.000986
851,0.000864,0.000864,0.024432,0.000863,0.000863,0.970387,0.000863,0.000863
852,0.001148,0.247541,0.745571,0.001148,0.001148,0.001148,0.001148,0.001148
853,0.026802,0.093602,0.001456,0.280366,0.001456,0.593406,0.001455,0.001456
854,0.001204,0.084743,0.564292,0.001203,0.164254,0.181898,0.001204,0.001204
855,0.001079,0.001079,0.233479,0.001078,0.001079,0.637212,0.123914,0.001079
856,0.001455,0.128845,0.001456,0.001455,0.001455,0.862422,0.001455,0.001456
857,0.001139,0.069240,0.776216,0.001138,0.001139,0.148853,0.001138,0.001139
858,0.001252,0.001252,0.048419,0.001251,0.001251,0.336094,0.609230,0.001251
859,0.001508,0.310735,0.001508,0.662566,0.001508,0.001508,0.001508,0.019159
860,0.001138,0.001138,0.472626,0.520546,0.001138,0.001138,0.001138,0.001138
861,0.001527,0.486409,0.001528,0.504431,0.001527,0.001526,0.001526,0.001526
862,0.001692,0.001693,0.001692,0.549867,0.001692,0.400718,0.040956,0.001691
863,0.025021,0.025068,0.025028,0.025050,0.025045,0.250849,0.598910,0.025030
864,0.002320,0.002319,0.002320,0.156470,0.567641,0.186795,0.079817,0.002319
865,0.001138,0.001138,0.001138,0.474273,0.440558,0.001138,0.079479,0.001138
866,0.000708,0.000707,0.000707,0.780206,0.000708,0.215550,0.000707,0.000707
867,0.001377,0.001375,0.001375,0.819229,0.001375,0.172520,0.001375,0.001374
868,0.000773,0.000773,0.116611,0.264726,0.000772,0.492893,0.111495,0.011959
869,0.000626,0.000626,0.104450,0.507704,0.000626,0.384716,0.000626,0.000626
870,0.000934,0.000934,0.568824,0.000934,0.000934,0.425572,0.000934,0.000934
871,0.130337,0.000684,0.167425,0.157508,0.000684,0.541993,0.000684,0.000685
872,0.000684,0.000684,0.000684,0.518408,0.000683,0.477490,0.000684,0.000683
873,0.000737,0.494075,0.000736,0.000736,0.000737,0.080010,0.422232,0.000737
874,0.000889,0.000887,0.398206,0.000888,0.060706,0.536650,0.000887,0.000887
875,0.000955,0.000955,0.110051,0.798792,0.000957,0.086379,0.000956,0.000955
876,0.096500,0.000626,0.000626,0.287339,0.232450,0.381207,0.000626,0.000626
877,0.001375,0.001376,0.346298,0.645448,0.001376,0.001375,0.001375,0.001376
878,0.494357,0.001439,0.083963,0.001439,0.001440,0.217430,0.001438,0.198495
879,0.000829,0.000829,0.000830,0.000829,0.000829,0.994197,0.000830,0.000828
880,0.001193,0.001192,0.001192,0.507049,0.001191,0.485800,0.001192,0.001192
881,0.259058,0.000723,0.192180,0.000724,0.000724,0.521150,0.024716,0.000724
882,0.260091,0.094991,0.000707,0.333006,0.000707,0.309081,0.000707,0.000708
883,0.246779,0.001264,0.001265,0.001264,0.001264,0.632218,0.001264,0.114682
884,0.000577,0.000577,0.884737,0.111801,0.000577,0.000577,0.000577,0.000577
885,0.306951,0.000840,0.000840,0.197461,0.000840,0.491387,0.000840,0.000840
886,0.045339,0.000869,0.399866,0.455661,0.000869,0.095656,0.000870,0.000869
887,0.000724,0.000723,0.000724,0.478470,0.000723,0.517188,0.000724,0.000724
888,0.000773,0.000773,0.522184,0.000774,0.000772,0.473179,0.000772,0.000773
889,0.000712,0.000711,0.243892,0.247842,0.000711,0.504710,0.000711,0.000711
890,0.000741,0.000740,0.000741,0.315029,0.230880,0.450387,0.000741,0.000741
891,0.001043,0.001043,0.001043,0.001043,0.001043,0.992698,0.001044,0.001043
892,0.132376,0.000723,0.191489,0.000723,0.672517,0.000724,0.000723,0.000724
893,0.066350,0.000719,0.000720,0.129640,0.000720,0.800412,0.000720,0.000720
894,0.000616,0.000617,0.000616,0.000616,0.000616,0.000616,0.000616,0.995686
895,0.215832,0.000732,0.000733,0.000732,0.000732,0.637951,0.142557,0.000732
896,0.269111,0.155604,0.000711,0.000712,0.000711,0.000712,0.000712,0.571728
897,0.059064,0.000688,0.206614,0.264637,0.000687,0.466934,0.000688,0.000688
898,0.000783,0.000782,0.000783,0.794362,0.000783,0.000783,0.200942,0.000782
899,0.000617,0.000617,0.000616,0.220342,0.000617,0.775958,0.000617,0.000617
900,0.467596,0.000750,0.026185,0.170017,0.000749,0.333204,0.000749,0.000749
901,0.001265,0.086481,0.001265,0.001265,0.064011,0.695117,0.001264,0.149331
902,0.188674,0.001035,0.001035,0.572647,0.001034,0.219191,0.015348,0.001035
903,0.000882,0.000881,0.945781,0.000882,0.000881,0.048929,0.000882,0.000881
904,0.000763,0.000763,0.000763,0.000763,0.000763,0.000763,0.994660,0.000763
905,0.127820,0.000857,0.184838,0.191197,0.000858,0.000858,0.413587,0.079986
906,0.000656,0.000655,0.863275,0.000655,0.132793,0.000655,0.000655,0.000655
907,0.556288,0.000608,0.000608,0.000608,0.000607,0.440066,0.000608,0.000608
908,0.000577,0.000577,0.884737,0.111801,0.000577,0.000577,0.000577,0.000577
909,0.000759,0.000759,0.000759,0.531056,0.000758,0.464392,0.000759,0.000758
910,0.001088,0.001089,0.001089,0.001088,0.001088,0.129269,0.107295,0.757994
911,0.995484,0.000645,0.000645,0.000646,0.000645,0.000646,0.000645,0.000645
912,0.250561,0.000857,0.000858,0.192574,0.000857,0.430654,0.000858,0.122781
913,0.889296,0.000777,0.000778,0.106039,0.000777,0.000778,0.000778,0.000777
914,0.001508,0.001508,0.191824,0.799124,0.001510,0.001508,0.001509,0.001509
915,0.000895,0.000894,0.993740,0.000895,0.000894,0.000894,0.000894,0.000894
916,0.181225,0.299818,0.001034,0.143642,0.001034,0.371178,0.001034,0.001035
917,0.001001,0.001001,0.023091,0.655362,0.105694,0.138663,0.001001,0.074186
918,0.000711,0.000711,0.000712,0.995020,0.000711,0.000712,0.000711,0.000711
919,0.498018,0.005443,0.005441,0.265228,0.005442,0.147082,0.005442,0.067904
920,0.001715,0.250878,0.001714,0.001715,0.738836,0.001714,0.001714,0.001714
921,0.001866,0.667478,0.095751,0.001872,0.227431,0.001867,0.001866,0.001868
922,0.001814,0.113537,0.001814,0.001814,0.875582,0.001813,0.001813,0.001813
923,0.001668,0.988318,0.001668,0.001670,0.001671,0.001668,0.001668,0.001669
924,0.003790,0.700589,0.003792,0.003792,0.003791,0.003790,0.003796,0.276660
925,0.004468,0.918821,0.004471,0.004467,0.004476,0.054357,0.004471,0.004469
926,0.001625,0.988620,0.001625,0.001626,0.001626,0.001625,0.001625,0.001628
927,0.001345,0.990582,0.001345,0.001345,0.001347,0.001345,0.001345,0.001345
928,0.001303,0.001304,0.001303,0.001303,0.990877,0.001303,0.001303,0.001305
929,0.002552,0.219207,0.002553,0.002552,0.765478,0.002552,0.002553,0.002554
930,0.001471,0.001473,0.001472,0.001472,0.989696,0.001471,0.001472,0.001472
931,0.001060,0.189686,0.001060,0.001060,0.803951,0.001062,0.001060,0.001061
932,0.001544,0.343430,0.001544,0.001546,0.647301,0.001546,0.001545,0.001544
933,0.001361,0.409712,0.001361,0.104959,0.266382,0.001362,0.001361,0.213504
934,0.001713,0.001715,0.001714,0.001713,0.988005,0.001713,0.001713,0.001714
935,0.002978,0.002981,0.002979,0.244761,0.644301,0.002980,0.096035,0.002984
936,0.001988,0.001987,0.001988,0.001987,0.001988,0.001986,0.001986,0.986091
937,0.001668,0.988323,0.001668,0.001668,0.001670,0.001667,0.001668,0.001668
938,0.037751,0.188435,0.001290,0.001290,0.547452,0.001290,0.001290,0.221202
939,0.001137,0.001138,0.001137,0.001138,0.130132,0.001137,0.001138,0.863042
940,0.001895,0.986727,0.001895,0.001897,0.001897,0.001895,0.001895,0.001898
941,0.001714,0.001717,0.001715,0.001714,0.001716,0.001715,0.001716,0.987993
942,0.003474,0.140319,0.003473,0.003475,0.838829,0.003474,0.003479,0.003477
943,0.003380,0.003381,0.003380,0.003379,0.976336,0.003380,0.003380,0.003384
944,0.003790,0.816124,0.003790,0.161121,0.003794,0.003791,0.003799,0.003792
945,0.004810,0.004810,0.004810,0.004809,0.966329,0.004811,0.004809,0.004812
946,0.486095,0.223542,0.000994,0.000994,0.000993,0.285395,0.000993,0.000993
947,0.001069,0.001070,0.001070,0.903294,0.001069,0.090289,0.001069,0.001069
948,0.001842,0.392947,0.001841,0.071555,0.001841,0.144868,0.167061,0.218046
949,0.001192,0.001192,0.001191,0.845029,0.001192,0.147819,0.001192,0.001193
950,0.001071,0.138905,0.001070,0.767071,0.001070,0.001070,0.001070,0.088673
951,0.027605,0.001043,0.178580,0.701109,0.074152,0.001042,0.015425,0.001044
952,0.001627,0.249881,0.001626,0.740363,0.001626,0.001627,0.001625,0.001625
953,0.001117,0.001117,0.001117,0.992181,0.001117,0.001117,0.001117,0.001117
954,0.001422,0.001422,0.001422,0.990047,0.001422,0.001421,0.001422,0.001422
955,0.001931,0.001925,0.001927,0.820679,0.098813,0.070872,0.001926,0.001927
956,0.001439,0.001438,0.354190,0.568726,0.069888,0.001439,0.001438,0.001440
957,0.002051,0.002051,0.040967,0.805487,0.002051,0.002054,0.061650,0.083688
958,0.001585,0.001585,0.191086,0.799405,0.001586,0.001584,0.001584,0.001585
959,0.001138,0.050655,0.001139,0.669957,0.273697,0.001138,0.001138,0.001138
960,0.001251,0.001252,0.991239,0.001253,0.001251,0.001251,0.001251,0.001251
961,0.001265,0.415369,0.577042,0.001265,0.001265,0.001264,0.001264,0.001265
962,0.001565,0.001565,0.703092,0.146985,0.142098,0.001565,0.001565,0.001565
963,0.001169,0.001170,0.566678,0.001170,0.400068,0.001170,0.001170,0.027404
964,0.000823,0.994236,0.000823,0.000823,0.000823,0.000823,0.000823,0.000824
965,0.001546,0.001546,0.174105,0.001545,0.001545,0.001546,0.001546,0.816622
966,0.002051,0.798863,0.002051,0.045085,0.002052,0.002051,0.113638,0.034209
967,0.001026,0.380634,0.001026,0.197265,0.001026,0.001026,0.001026,0.416971
968,0.000732,0.350924,0.000732,0.000732,0.631072,0.014344,0.000732,0.000732
969,0.001277,0.991063,0.001276,0.001276,0.001277,0.001276,0.001277,0.001277
970,0.000913,0.000913,0.993608,0.000913,0.000913,0.000914,0.000913,0.000913
971,0.001264,0.686967,0.001265,0.305445,0.001264,0.001266,0.001264,0.001265
972,0.001264,0.256109,0.001265,0.001264,0.100572,0.001264,0.001264,0.636999
973,0.000778,0.969307,0.000778,0.000777,0.000777,0.026029,0.000777,0.000777
974,0.001642,0.001304,0.184750,0.001304,0.001303,0.147950,0.001304,0.660443
975,0.000614,0.995706,0.000614,0.000613,0.000613,0.000613,0.000613,0.000613
976,0.000970,0.993208,0.000970,0.000970,0.000970,0.000970,0.000970,0.000971
977,0.000927,0.708180,0.000927,0.000927,0.000927,0.019007,0.000927,0.268180
978,0.009767,0.162844,0.000727,0.000727,0.221172,0.000727,0.009280,0.594756
979,0.000993,0.730633,0.000994,0.000994,0.000993,0.000993,0.000993,0.263408
980,0.422926,0.001278,0.001279,0.001277,0.001277,0.043124,0.001277,0.527564
981,0.001009,0.447372,0.001009,0.001009,0.040864,0.001009,0.001009,0.506718
